rhog,PCP_t1,ACC_t1,LWP_t1,IWP_t1,OLR_t1,OSR_t1,PCP_t2,ACC_t2,LWP_t2,IWP_t2,OLR_t2,OSR_t2,PCP_t3,ACC_t3,LWP_t3,IWP_t3,OLR_t3,OSR_t3,PCP_t4,ACC_t4,LWP_t4,IWP_t4,OLR_t4,OSR_t4,PCP_t5,ACC_t5,LWP_t5,IWP_t5,OLR_t5,OSR_t5,PCP_t6,ACC_t6,LWP_t6,IWP_t6,OLR_t6,OSR_t6
0.10899999999999999,3.7471554279,0.0863199979,5.0842103958,0.0018349255,240.7571411133,896.8517456055,9.6263961792,4.1266832352,4.6008992195,4.16258955,154.0658569336,786.4750976562,7.1597409248,8.1606082916,3.331305027,11.0403862,166.5668334961,811.0941162109,16.5247383118,13.400308609,6.2316532135,11.9181461334,204.1631011963,767.3496704102,17.381193161,23.7126750946,5.0807385445,9.3454732895,213.21534729,738.3725585938,17.0956077576,31.588508606,5.5564522743,3.2821199894,232.5975494385,486.9433898926
0.10989999999999998,3.7471554279,0.0863199979,5.0842409134,0.00180765,240.7569732666,896.8557739258,9.6167392731,4.1246032715,4.6000809669,4.1655044556,154.0610961914,786.6332397461,7.148897171,8.1565876007,3.3265762329,11.0357313156,166.5259552002,811.4232177734,16.499382019,13.3844232559,6.2267198563,11.9498510361,204.1453094482,767.5675048828,17.3945484161,23.6924057007,5.0850768089,9.3620271683,213.2029724121,738.4120483398,17.1235675812,31.5778675079,5.5632367134,3.2859559059,232.6039123535,486.9051513672
0.11079999999999998,3.7471554279,0.0863199979,5.0842676163,0.0017813474,240.7568664551,896.8557739258,9.6066675186,4.1225152016,4.5995564461,4.1681485176,154.0564422607,786.7927246094,7.1387619972,8.1529064178,3.3222455978,11.0453672409,166.4895172119,811.5627441406,16.476644516,13.3715906143,6.2242326736,11.9451780319,204.1784210205,767.8674926758,17.3983135223,23.6765480042,5.0872187614,9.3777246475,213.2156066895,738.2577514648,17.1472873688,31.5692863464,5.5692105293,3.288711071,232.6139526367,486.9097900391
0.11169999999999998,3.7471554279,0.0863199979,5.0842928886,0.001755988,240.7567443848,896.8598022461,9.5968456268,4.1204652786,4.5987448692,4.1710324287,154.0518341064,786.9473266602,7.128112793,8.1489467621,3.3172872066,11.047375679,166.4551239014,811.6911010742,16.4490718842,13.3560428619,6.2180008888,11.9761266708,204.0889587402,768.098449707,17.4076271057,23.6562976837,5.0912446976,9.3884716034,213.1869506836,738.1879882812,17.1728496552,31.5587654114,5.5760111809,3.2927970886,232.5844268799,487.0301513672
0.11259999999999998,3.7471554279,0.0863199979,5.0843172073,0.001731499,240.7566070557,896.8616333008,9.6106281281,4.1208720207,4.6006002426,4.1686491966,154.0472259521,787.0776977539,7.1131105423,8.1493768692,3.311622858,11.0467863083,166.4212646484,811.9639892578,16.4232311249,13.3443908691,6.2134127617,11.9869909286,204.1096343994,768.4548339844,17.4156913757,23.6395359039,5.0941877365,9.4045114517,213.2017974854,738.3273925781,17.1982593536,31.5497722626,5.5821595192,3.2955269814,232.5765380859,487.0556945801
0.11349999999999998,3.7471554279,0.0863199979,5.0843400955,0.0017078688,240.7565307617,896.8669433594,9.6005916595,4.1188464165,4.5997486115,4.1715474129,154.0427246094,787.2267456055,7.1024689674,8.1454305649,3.3070697784,11.0433912277,166.3879699707,812.2497558594,16.3986911774,13.3291740417,6.2083845139,12.0139083862,204.1201171875,768.3612670898,17.4232711792,23.6196479797,5.0978193283,9.4250154495,213.1783752441,738.3202514648,17.2270011902,31.5390853882,5.5892190933,3.2993075848,232.5771636963,486.7613525391
0.11439999999999997,3.7471554279,0.0863199979,5.0843629837,0.001685058,240.7563781738,896.8684082031,9.5904836655,4.1168379784,4.5992074013,4.1741285324,154.038269043,787.3798217773,7.09314394,8.141866684,3.3023250103,11.0572748184,166.3536682129,812.5874023438,16.3742980957,13.3149595261,6.2035264969,12.0340328217,204.0614318848,768.6976928711,17.4359302521,23.6008377075,5.1013646126,9.4399690628,213.1992340088,738.1839599609,17.2520809174,31.5297698975,5.5955796242,3.3023972511,232.5757751465,487.0550231934
0.11529999999999997,3.7471554279,0.0863199979,5.0843844414,0.0016630247,240.7562713623,896.8696899414,9.5801439285,4.1148333549,4.5986409187,4.1767373085,154.0337982178,787.5172119141,7.0833339691,8.1382789612,3.2962827682,11.0894355774,166.3146514893,812.869140625,16.3496341705,13.2990140915,6.1985678673,12.0462627411,204.082611084,768.6600952148,17.4388313293,23.5797023773,5.1045279503,9.4556207657,213.1664123535,738.3482666016,17.2829265594,31.517457962,5.6035542488,3.3065369129,232.5604858398,487.0286254883
0.11619999999999997,3.7471554279,0.0863199979,5.084405899,0.0016417344,240.7561950684,896.8715209961,9.572432518,4.1130394936,4.5984592438,4.1787366867,154.0298614502,787.6514892578,7.0740270615,8.1353120804,3.292809248,11.0755681992,166.2797851562,813.2223510742,16.3256168365,13.2865028381,6.1956458092,12.06711483,204.0904693604,769.0189819336,17.4463653564,23.5649051666,5.1074051857,9.4632301331,213.154083252,738.3667602539,17.3072376251,31.509759903,5.6091389656,3.3087871075,232.5604553223,487.1011657715
0.11709999999999997,3.7471554279,0.0863199979,5.084426403,0.0016211668,240.7560882568,896.8742675781,9.5621023178,4.1110806465,4.5978751183,4.1813120842,154.0254974365,787.7938842773,7.0644798279,8.1317796707,3.2866520882,11.1086902618,166.2470397949,813.3641967773,16.3002910614,13.2704687119,6.1895575523,12.0952768326,203.5194396973,769.1810913086,17.4561729431,23.5432739258,5.1109108925,9.481086731,213.2091522217,738.0982055664,17.3374156952,31.4985809326,5.6169095039,3.3126883507,232.5503845215,487.2919006348
0.11799999999999997,3.7471554279,0.0863199979,5.0844459534,0.0016012797,240.7559967041,896.8754882812,9.5516853333,4.109131813,4.5972723961,4.1838970184,154.0212402344,787.9374389648,7.0551371574,8.1282520294,3.2825880051,11.1004753113,166.2164001465,813.8009643555,16.2742996216,13.2561779022,6.1858730316,12.106297493,204.0351104736,769.3598632812,17.4620075226,23.5248889923,5.1138825417,9.5029916763,213.1606750488,738.1280517578,17.3642406464,31.4883747101,5.6234283447,3.3160455227,232.5478668213,487.0964660645
0.11889999999999996,3.7471554279,0.0863199979,5.08446455,0.0015820315,240.7558746338,896.8797607422,9.5414466858,4.1072211266,4.5966649055,4.1864495277,154.0169677734,788.078125,7.0459594727,8.1247625351,3.2767603397,11.1026525497,166.1769561768,814.1489868164,16.248544693,13.2401189804,6.1795415878,12.1342325211,204.0559234619,769.3813476562,17.4699363708,23.5032405853,5.1172380447,9.5254249573,213.1195220947,738.1812133789,17.3948173523,31.4766635895,5.630947113,3.3204829693,232.536315918,487.3264160156
0.11979999999999996,3.7471554279,0.0863199979,5.0844831467,0.0015634302,240.7557983398,896.8819580078,9.5309438705,4.1053104401,4.5960144997,4.1890382767,154.0127258301,788.2155761719,7.0332155228,8.1211872101,3.2423238754,11.1427984238,166.1469421387,815.2404174805,16.1528892517,13.1755456924,6.155872345,12.2159261703,203.4828643799,770.4390258789,17.4742832184,23.4038505554,5.127676487,9.6042928696,213.1174316406,737.9686279297,17.5470123291,31.4155502319,5.6714639664,3.3417665958,232.4994354248,487.4895935059
0.12069999999999996,3.7471554279,0.0863199979,5.0845012665,0.0015454399,240.7556915283,896.8839111328,9.5205020905,4.103427887,4.5953669548,4.1916079521,154.0085754395,788.3549194336,7.0257568359,8.1177530289,3.2391591072,11.1375055313,166.1103973389,815.5006103516,16.1335277557,13.1641225815,6.1515364647,12.2401428223,204.0137786865,770.2557373047,17.4828739166,23.390247345,5.1299204826,9.6247739792,213.0723571777,738.1135253906,17.5652370453,31.4084758759,5.6760225296,3.3440515995,232.5120697021,487.4340820312
0.12159999999999996,3.7471554279,0.0863199979,5.0845184326,0.0015280194,240.7555999756,896.8832397461,9.510225296,4.1015748978,4.5947008133,4.1941576004,154.0044403076,788.4840087891,7.012468338,8.1135025024,3.2348520756,11.1554031372,166.0800933838,815.6736450195,16.1110477448,13.1500654221,6.1479735374,12.2482872009,203.5246429443,770.4235839844,17.4899673462,23.3714790344,5.1334557533,9.6371221542,213.0302276611,738.0637207031,17.5918750763,31.398683548,5.6826758385,3.3474333286,232.4915618896,487.5917358398
0.12249999999999996,3.7471554279,0.0863199979,5.0845351219,0.0015111632,240.7555236816,896.8879394531,9.4996910095,4.0997195244,4.594016552,4.1967339516,154.0003509521,788.6147460938,7.0051422119,8.11008358,3.2322332859,11.1602220535,166.0491027832,815.9154663086,16.0903053284,13.1386041641,6.1447548866,12.2613668442,203.4853973389,770.5484008789,17.4968223572,23.3577346802,5.1362090111,9.6500473022,213.0667114258,738.1094970703,17.6120796204,31.3917331696,5.6869573593,3.3501589298,232.4974365234,487.0593261719
0.12339999999999995,3.7471554279,0.0863199979,5.0845522881,0.001494834,240.7554473877,896.8887939453,9.4891805649,4.0978918076,4.5933380127,4.1992778778,153.9962921143,788.7448730469,6.9979114532,8.1066999435,3.2290747166,11.1580924988,166.0154876709,816.0785522461,16.0717773438,13.1278152466,6.1412277222,12.2847442627,204.0050964355,770.7606811523,17.5036449432,23.344581604,5.1385474205,9.6530427933,213.0982818604,737.9129638672,17.6305599213,31.3850574493,5.6920247078,3.3517351151,232.4900360107,487.2601013184
0.12429999999999995,3.7471554279,0.0863199979,5.08456707,0.0014790149,240.7553100586,896.8896484375,9.4796953201,4.0963110924,4.5925631523,4.2016468048,153.9923400879,788.8780517578,6.9907460213,8.1034841537,3.2263712883,11.1690883636,165.9837493896,816.3251342773,16.0541172028,13.1168889999,6.1383771896,12.2943782806,203.453704834,770.9555053711,17.5092658997,23.331401825,5.1406946182,9.6751155853,213.0338134766,738.064453125,17.6497840881,31.3781890869,5.6962599754,3.354360342,232.517868042,487.1806945801
0.12519999999999995,3.7471554279,0.0863199979,5.084581852,0.001463698,240.7552642822,896.8941650391,9.478679657,4.0948581696,4.6049304008,4.1909379959,153.9883575439,788.657043457,6.9981017113,8.1144561768,3.2260048389,11.1615924835,165.9528198242,816.4144897461,16.0534896851,13.1264562607,6.1398892403,12.2878026962,203.4723968506,771.067565918,17.5165462494,23.344953537,5.141055584,9.6558914185,213.0812683105,737.8923950195,17.6270217896,31.3882980347,5.6901593208,3.3505089283,232.492477417,487.3609619141
0.12609999999999993,3.7471554279,0.0863199979,5.0845971107,0.0014488451,240.7551727295,896.8944702148,9.4681816101,4.0930886269,4.6042647362,4.1934146881,153.9844512939,788.7932128906,6.9911689758,8.1111755371,3.2236495018,11.1733341217,165.9254150391,816.6926269531,16.0348625183,13.1157608032,6.1358485222,12.3012742996,203.4546051025,771.0974121094,17.5256576538,23.331319809,5.1441040039,9.666885376,213.1092987061,737.9603881836,17.6454467773,31.3819255829,5.6944227219,3.3526902199,232.5039215088,487.424621582
0.12699999999999995,3.7471554279,0.0863199979,5.0846114159,0.0014344474,240.7551116943,896.8968505859,9.4577474594,4.0913467407,4.6035766602,4.1958794594,153.9805297852,788.9158325195,6.9842357635,8.1079111099,3.2203102112,11.1665010452,165.8956756592,816.7393188477,16.0171699524,13.1048650742,6.1332273483,12.3223705292,203.423828125,771.5318603516,17.5340061188,23.3179969788,5.1470966339,9.6736183167,213.028213501,737.9880981445,17.6655483246,31.3755874634,5.6987895966,3.3545563221,232.4665985107,487.8038330078
0.12789999999999996,3.7471554279,0.0863199979,5.0846252441,0.0014204931,240.7550201416,896.897644043,9.4472808838,4.0896158218,4.6028790474,4.1983437538,153.9766693115,789.0397949219,6.9773859978,8.1046495438,3.2172644138,11.1923017502,165.8581848145,816.9432983398,16.0005130768,13.0941066742,6.1300845146,12.330201149,203.4100646973,771.5555419922,17.5415325165,23.3052845001,5.1499495506,9.683175087,213.0345611572,737.8666381836,17.680688858,31.3691253662,5.7031054497,3.3568549156,232.5008087158,487.4584655762
0.12879999999999994,3.7471554279,0.0863199979,5.0846385956,0.0014069544,240.7549591064,896.8991699219,9.4367809296,4.0878987312,4.6021809578,4.2007985115,153.9728240967,789.1644287109,6.9705824852,8.1014099121,3.2147667408,11.1907939911,165.8325195312,817.1506347656,15.9826011658,13.0836868286,6.1270518303,12.3389120102,203.4835357666,771.5626220703,17.5443992615,23.2922077179,5.1521306038,9.6941785812,213.0367279053,737.9067993164,17.6999893188,31.3630008698,5.7070021629,3.359275341,232.4701690674,487.4932861328
0.12969999999999993,3.7471554279,0.0863199979,5.0846514702,0.0013938321,240.7548828125,896.9007568359,9.4497852325,4.088239193,4.6046557426,4.1979060173,153.9690246582,789.2646484375,6.9649162292,8.1034975052,3.2117900848,11.1950159073,165.8029174805,817.190246582,15.9706525803,13.0793027878,6.1251020432,12.3460597992,203.4296264648,772.0382080078,17.5522441864,23.286655426,5.1536111832,9.7064037323,213.048324585,737.8203735352,17.7070293427,31.3606967926,5.7087111473,3.3598792553,232.4560241699,487.7488708496
0.13059999999999994,3.7471554279,0.0863199979,5.0846643448,0.0013810991,240.7548370361,896.8986816406,9.4392127991,4.0865488052,4.6039209366,4.2003726959,153.9652557373,789.3849487305,6.9582800865,8.1002626419,3.2091853619,11.1876220703,165.7729797363,817.4997558594,15.9513244629,13.0682821274,6.1221394539,12.360581398,203.4231262207,771.909362793,17.559223175,23.2741966248,5.1565108299,9.7152919769,213.0529022217,737.8589477539,17.7262172699,31.3547725677,5.7130551338,3.3614468575,232.4659118652,487.8111572266
0.13149999999999995,3.7471554279,0.0863199979,5.0846767426,0.0013687372,240.7547454834,896.9018554688,9.4287366867,4.0848808289,4.6031923294,4.2028036118,153.9615325928,789.5020141602,6.9516892433,8.0970621109,3.2064340115,11.1928768158,165.739654541,817.688659668,15.9348526001,13.0580940247,6.1185054779,12.3684577942,203.4395294189,771.9429321289,17.5675544739,23.2605953217,5.1593523026,9.7294273376,213.0289459229,737.9515380859,17.7435970306,31.3480472565,5.7173924446,3.3637721539,232.4555664062,487.7434387207
0.13239999999999993,3.7471554279,0.0863199979,5.0846877098,0.0013567396,240.754699707,896.9028320312,9.4181556702,4.0832276344,4.6024394035,4.2052488327,153.9578399658,789.6283569336,6.9452061653,8.0938692093,3.2041373253,11.2030944824,165.7094573975,817.8779907227,15.9161205292,13.0481891632,6.1158514023,12.3827877045,203.4281768799,772.2890625,17.5748786926,23.2483692169,5.1619796753,9.7295331955,213.0319824219,737.6781005859,17.7591781616,31.3416881561,5.7217817307,3.3657882214,232.4429168701,487.9214782715
0.13329999999999992,3.7471554279,0.0863199979,5.0846996307,0.0013450806,240.7546386719,896.9030761719,9.407875061,4.0816216469,4.6016874313,4.2076482773,153.9541931152,789.746887207,6.9387235641,8.0907144547,3.2011744976,11.2133274078,165.6811676025,818.0553588867,15.9013528824,13.0379657745,6.1126346588,12.3985548019,203.4371032715,772.2407226562,17.5782299042,23.2353096008,5.1644864082,9.7422504425,213.0417785645,737.8256225586,17.7776298523,31.3352222443,5.7262420654,3.3679420948,232.4612579346,487.6549072266
0.13419999999999993,3.7471554279,0.0863199979,5.0847101212,0.0013337681,240.7546234131,896.9085083008,9.3974180222,4.0800075531,4.6009268761,4.2100582123,153.950592041,789.8679199219,6.9323391914,8.0875663757,3.198292017,11.2071876526,165.6548461914,818.1090087891,15.8845911026,13.0276250839,6.1097998619,12.4127540588,203.365737915,772.5821533203,17.5882987976,23.2233219147,5.167828083,9.7450494766,213.0335083008,737.6578979492,17.7953224182,31.3297843933,5.7298235893,3.3697011471,232.4410400391,487.8308105469
0.13509999999999994,3.7471554279,0.0863199979,5.0847210884,0.0013227668,240.7545318604,896.9084472656,9.397942543,4.0788531303,4.6095972061,4.2026700974,153.9469909668,789.7702026367,6.9343805313,8.0948257446,3.1975905895,11.2089309692,165.6251525879,818.1792602539,15.8768119812,13.0315122604,6.1099405289,12.4111909866,203.3898773193,772.5419921875,17.591178894,23.2290019989,5.1678433418,9.7439584732,213.0619049072,737.7147216797,17.7838745117,31.3346138,5.7268118858,3.3680167198,232.4424285889,487.808807373
0.13599999999999993,3.7471554279,0.0863199979,5.084731102,0.0013120826,240.7544555664,896.9052734375,9.387638092,4.0772891045,4.608859539,4.2050142288,153.9434356689,789.8814697266,6.9281492233,8.0917625427,3.1952979565,11.214099884,165.5923309326,818.5130615234,15.8603219986,13.0218429565,6.1068682671,12.4170780182,203.3770904541,772.6732788086,17.5987281799,23.2165203094,5.1705794334,9.7569732666,213.0353393555,737.7357177734,17.801525116,31.328420639,5.7308006287,3.3702545166,232.4468536377,487.5168762207
0.1368999999999999,3.7471554279,0.0863199979,5.0847415924,0.0013017011,240.7544403076,896.9098510742,9.377202034,4.0757274628,4.6080951691,4.2073745728,153.9398498535,789.9982299805,6.9164104462,8.0879182816,3.1913666725,11.2412471771,165.5664672852,818.5508422852,15.8395299911,13.0094614029,6.1025371552,12.4402065277,203.3600921631,773.07421875,17.6035041809,23.1994915009,5.1732740402,9.7747850418,213.0244445801,737.8383789062,17.8261985779,31.3193073273,5.7368388176,3.3734045029,232.4338989258,487.7942504883
0.13779999999999992,3.7471554279,0.0863199979,5.0847511292,0.0012916188,240.7543640137,896.9113769531,9.3667564392,4.074177742,4.6073184013,4.2097406387,153.936340332,790.1143188477,6.9103474617,8.084851265,3.1893200874,11.2171783447,165.5363922119,818.7510986328,15.8214826584,12.9993181229,6.0990862846,12.4555778503,203.3721923828,772.9717407227,17.6101570129,23.1867198944,5.1759867668,9.7844104767,213.0021972656,737.8096923828,17.8446388245,31.3126506805,5.7414875031,3.37515378,232.439239502,487.9155578613
0.13869999999999993,3.7471554279,0.0863199979,5.0847611427,0.0012818049,240.7543029785,896.9134521484,9.3563070297,4.0726442337,4.6065359116,4.2121047974,153.9328613281,790.2280883789,6.9043211937,8.0817985535,3.1864099503,11.2371883392,165.5061187744,818.8935546875,15.8058776855,12.9896564484,6.0962986946,12.4712228775,202.7804870605,773.1337280273,17.6155891418,23.1748466492,5.1784381866,9.7943525314,212.9842987061,737.7972412109,17.8605823517,31.3071746826,5.7448158264,3.3777348995,232.44090271,487.5332641602
0.13959999999999992,3.7471554279,0.0863199979,5.0847702026,0.0012722653,240.7542724609,896.9130859375,9.3462495804,4.0711569786,4.6057567596,4.2144026756,153.9294128418,790.3358154297,6.8983025551,8.0788030624,3.1843395233,11.2465991974,165.4812011719,819.0647583008,15.7897119522,12.9801912308,6.0938634872,12.4721889496,202.7618713379,773.4288330078,17.6199989319,23.1629333496,5.1806797981,9.8011808395,212.9814147949,737.7319335938,17.880443573,31.301486969,5.7492785454,3.3789737225,232.422668457,487.8360900879
0.1404999999999999,3.7471554279,0.0863199979,5.0847802162,0.0012629812,240.7542266846,896.9132080078,9.335852623,4.0696592331,4.604950428,4.216738224,153.9260101318,790.4457397461,6.8924036026,8.0757827759,3.1819748878,11.2573385239,165.4495849609,819.2877197266,15.773349762,12.9711942673,6.0900387764,12.5091896057,202.7798461914,773.5343017578,17.6270771027,23.1511688232,5.1833963394,9.8065977097,212.9945373535,737.6661376953,17.8936519623,31.2952060699,5.7533845901,3.3812127113,232.4154205322,488.0283813477
0.14139999999999991,3.7471554279,0.0863199979,5.0847887993,0.001253954,240.7541503906,896.9150390625,9.3254833221,4.068171978,4.6041369438,4.2190785408,153.9226226807,790.5552368164,6.8865413666,8.072766304,3.1793925762,11.2440948486,165.4248657227,819.3317871094,15.7576990128,12.9611816406,6.0880460739,12.5095453262,202.6960296631,773.806640625,17.633184433,23.1390647888,5.1859798431,9.8182315826,212.9869537354,737.7822875977,17.911775589,31.289812088,5.7571997643,3.3829834461,232.4337463379,487.7931213379
0.14229999999999993,3.7471554279,0.0863199979,5.0847978592,0.0012451726,240.754119873,896.9146118164,9.3153324127,4.0667228699,4.6033244133,4.2213821411,153.9192352295,790.6717529297,6.8807272911,8.0697937012,3.1770246029,11.2517232895,165.3961791992,819.5107421875,15.7424449921,12.9519662857,6.0847887993,12.5168113708,202.7092895508,773.8405761719,17.6390953064,23.1275348663,5.1885523796,9.8339080811,212.9804229736,737.7917480469,17.9273166656,31.2843379974,5.7605319023,3.38489151,232.41796875,488.0399169922
0.1431999999999999,3.7471554279,0.0863199979,5.0848059654,0.0012366186,240.7540740967,896.9163208008,9.3050479889,4.0652747154,4.6025018692,4.2236857414,153.9159088135,790.7789306641,6.8749485016,8.06681633,3.1749126911,11.2580738068,165.3698883057,819.711730957,15.7280721664,12.9428272247,6.0822200775,12.5360517502,202.7628173828,774.1717529297,17.6461734772,23.1159210205,5.1910715103,9.8344669342,212.9536895752,737.6789550781,17.9414215088,31.2779541016,5.7648887634,3.3871221542,232.4167022705,487.7748718262
0.1440999999999999,3.7471554279,0.0863199979,5.0848145485,0.0012282889,240.7540283203,896.9158935547,9.3153514862,4.0654268265,4.6050429344,4.2209525108,153.9125823975,790.8568115234,6.8703866005,8.0688772202,3.1727540493,11.2913684845,165.3431549072,819.9237670898,15.7140321732,12.9400482178,6.0801067352,12.5329189301,202.7738647461,774.2233276367,17.6513004303,23.1115722656,5.1921644211,9.8372039795,212.9596252441,737.6021118164,17.9496250153,31.2769489288,5.7659358978,3.3870718479,232.4203033447,487.6541748047
0.1449999999999999,3.7471554279,0.0863199979,5.0848226547,0.0012201931,240.7539672852,896.9203491211,9.3050699234,4.0640010834,4.604195118,4.2232618332,153.9093017578,790.9598999023,6.8647432327,8.0659170151,3.1704583168,11.2576313019,165.3172454834,819.9817504883,15.6981639862,12.9307317734,6.0771808624,12.5507793427,202.8101043701,774.2705688477,17.6579856873,23.0999088287,5.1944718361,9.8447208405,213.0075378418,737.4702758789,17.9639377594,31.2710361481,5.7700090408,3.3889255524,232.4055175781,487.384185791
0.14589999999999992,3.7471554279,0.0863199979,5.0848321915,0.0012123021,240.7539367676,896.9199829102,9.2951631546,4.0626220703,4.6033654213,4.2255067825,153.906036377,791.0742797852,6.8590826988,8.0630159378,3.1686611176,11.269982338,165.2886505127,820.2562255859,15.6824350357,12.9218568802,6.0741457939,12.557390213,202.6994171143,774.3203735352,17.6605949402,23.0883178711,5.1967606544,9.8574285507,212.9885406494,737.6713256836,17.980758667,31.2651748657,5.7734651566,3.391269207,232.4030609131,488.1327819824
