ag,PCP_t1,ACC_t1,LWP_t1,IWP_t1,OLR_t1,OSR_t1,PCP_t2,ACC_t2,LWP_t2,IWP_t2,OLR_t2,OSR_t2,PCP_t3,ACC_t3,LWP_t3,IWP_t3,OLR_t3,OSR_t3,PCP_t4,ACC_t4,LWP_t4,IWP_t4,OLR_t4,OSR_t4,PCP_t5,ACC_t5,LWP_t5,IWP_t5,OLR_t5,OSR_t5,PCP_t6,ACC_t6,LWP_t6,IWP_t6,OLR_t6,OSR_t6
61.51000000000003,3.7471554279,0.0863199979,5.0851140022,0.00091823,240.7511444092,896.9585571289,6.8500761986,3.8670072556,3.6811139584,5.342959404,151.7970733643,855.9453125,4.9063119888,6.5745949745,2.7252252102,13.3741855621,140.0872039795,893.9545288086,6.1809811592,9.054854393,4.5629482269,18.3114891052,159.3493804932,895.3332519531,10.4347505569,14.2246427536,3.9424779415,20.3433322906,172.1662902832,844.6739501953,17.8541927338,20.9930076599,5.716735363,13.9703931808,190.7837371826,649.1974487305
62.66100000000004,3.7471554279,0.0863199979,5.0851149559,0.0009178136,240.7511444092,896.9590454102,6.8520989418,3.8671503067,3.6812250614,5.3427443504,151.8027191162,855.8022460938,4.9078350067,6.5760602951,2.725356102,13.372508049,140.1651611328,893.8177490234,6.1814007759,9.05676651,4.5620179176,18.3097190857,159.5407562256,895.206237793,10.4730195999,14.2295227051,3.9606561661,20.3178367615,172.4463348389,843.3499145508,17.8040657043,21.0249080658,5.7067933083,13.950044632,191.1088562012,648.625793457
63.81200000000004,3.7471554279,0.0863199979,5.0851154327,0.0009173974,240.7511444092,896.9588623047,6.8541369438,3.8672943115,3.6814379692,5.3424415588,151.8083496094,855.6511230469,4.9095015526,6.5775880814,2.7254345417,13.372923851,140.2427978516,893.6845092773,6.1817183495,9.0587339401,4.5615262985,18.3070602417,159.7856750488,895.0544433594,10.5060558319,14.2349910736,3.9911966324,20.2755336761,172.9430541992,841.2448120117,17.693271637,21.0662059784,5.686975956,13.9289608002,192.1096191406,648.1055297852
64.96300000000005,3.7471554279,0.0863199979,5.0851159096,0.0009169824,240.7511444092,896.9591064453,6.8561720848,3.8674373627,3.6815333366,5.3422470093,151.8139801025,855.4995727539,4.9109916687,6.5790939331,2.7254035473,13.3674211502,140.3281097412,893.512512207,6.1821780205,9.0606908798,4.5607681274,18.3056735992,159.9919128418,894.9211425781,10.5385103226,14.2402849197,4.0124840736,20.2473602295,173.3355560303,839.6985473633,17.6429405212,21.0976448059,5.6761813164,13.909163475,192.4763031006,647.5642700195
66.11400000000005,3.7471554279,0.0863199979,5.0851159096,0.0009165677,240.7511444092,896.9580688477,6.8582100868,3.8675825596,3.6815421581,5.3421363831,151.8196105957,855.3364257812,4.9127640724,6.5806221962,2.725744009,13.3651895523,140.4059448242,893.3895874023,6.1818175316,9.0625305176,4.5598773956,18.3069286346,160.162902832,894.8123779297,10.5769786835,14.2457885742,4.0455517769,20.2088718414,173.7301177979,837.2916259766,17.5788173676,21.1394443512,5.6709427834,13.8760814667,192.7696533203,647.1342773438
67.26500000000004,3.7471554279,0.0863199979,5.0851159096,0.0009161534,240.7511444092,896.9581298828,6.8602561951,3.8677275181,3.6814901829,5.3420786858,151.8252563477,855.1589355469,4.9142813683,6.5821557045,2.7262694836,13.3642311096,140.4835510254,893.2939453125,6.181997776,9.0644607544,4.5592126846,18.3041400909,160.3613739014,894.6857299805,10.6078042984,14.2511692047,4.0870304108,20.1631832123,174.1333618164,834.7899780273,17.49177742,21.1812820435,5.6551599503,13.8504161835,193.1239318848,646.4375610352
68.41600000000005,3.7471554279,0.0863199979,5.0851163864,0.0009157399,240.7511444092,896.9584960938,6.862288475,3.8678712845,3.6818230152,5.3416457176,151.8309020996,855.0240478516,4.915974617,6.5837249756,2.7257385254,13.3647003174,140.5613861084,893.1099243164,6.1827993393,9.0665245056,4.5588402748,18.3035011292,160.5355834961,894.5769042969,10.6296224594,14.2565345764,4.1224608421,20.118850708,174.4131469727,832.7487792969,17.4098434448,21.2095775604,5.6394796371,13.8390216827,193.4215698242,646.2446289062
69.56700000000006,3.7471554279,0.0863199979,5.0851178169,0.0009153265,240.7511444092,896.9585571289,6.8642950058,3.8680167198,3.681987524,5.341375351,151.8365325928,854.8537597656,4.9178137779,6.5853786469,2.7257611752,13.3625707626,140.6389007568,892.9659423828,6.1834921837,9.0686817169,4.5579476357,18.3016624451,160.7948913574,894.4558105469,10.6533079147,14.2621145248,4.13986063,20.0946292877,174.7640380859,831.5684204102,17.3877677917,21.2324390411,5.6336951256,13.8222875595,193.7485961914,645.7095947266
70.71800000000006,3.7471554279,0.0863199979,5.0851182938,0.0009149139,240.7511444092,896.9616088867,6.8663954735,3.868165493,3.6825118065,5.3407316208,151.8421478271,854.7590332031,4.9184446335,6.5866765976,2.7260503769,13.3607244492,140.7165985107,892.8508300781,6.1833148003,9.07026577,4.5576639175,18.2980766296,160.9854431152,894.3381958008,10.6833438873,14.2670879364,4.1637339592,20.0689563751,175.1038513184,830.0772094727,17.3275222778,21.2539596558,5.6213488579,13.8149375916,194.0549316406,645.459777832
71.86900000000006,3.7471554279,0.0863199979,5.0851173401,0.0009145021,240.7511444092,896.9616088867,6.8684959412,3.868311882,3.6828846931,5.3402142525,151.8477935791,854.6376342773,4.9200139046,6.5882287025,2.7259213924,13.3597221375,140.7935791016,892.6989746094,6.1839866638,9.0722827911,4.5561981201,18.299533844,161.833190918,894.2042236328,10.7146158218,14.2738761902,4.2107887268,20.0107936859,175.5290679932,827.3817138672,17.248626709,21.295955658,5.6062984467,13.7887659073,194.4030151367,644.8631591797
73.02000000000007,3.7471554279,0.0863199979,5.0851178169,0.0009140906,240.7511444092,896.9619140625,6.8703432083,3.8684391975,3.6830570698,5.3399581909,151.8534393311,854.4686279297,4.9218130112,6.5898799896,2.7260332108,13.356751442,140.8710784912,892.5853881836,6.1846694946,9.0744276047,4.556178093,18.2948703766,162.0168914795,894.0915527344,10.7362546921,14.2786455154,4.2323493958,19.9843196869,175.9235229492,826.0172729492,17.2063465118,21.3160610199,5.5961933136,13.7800369263,194.7330627441,644.1524658203
74.17100000000008,3.7471554279,0.0863199979,5.0851178169,0.0009136795,240.7511444092,896.960144043,6.8724417686,3.868585825,3.6831185818,5.339785099,151.8590545654,854.2982177734,4.9232282639,6.5914330482,2.7261788845,13.3551683426,140.9486236572,892.4497070312,6.1849627495,9.0763731003,4.5553297997,18.2951316833,162.1844482422,893.9945068359,10.7697782516,14.285533905,4.253136158,19.9559593201,176.2301330566,824.7322998047,17.1651954651,21.3361034393,5.5872797966,13.7699050903,195.0243988037,643.8008422852
75.32200000000007,3.7471554279,0.0863199979,5.0851192474,0.0009132692,240.7511444092,896.9603271484,6.8745288849,3.8687324524,3.6829068661,5.3399147987,151.8647155762,854.0935668945,4.9249272346,6.5930376053,2.7258443832,13.3547267914,141.025894165,892.2855834961,6.1856255531,9.0784778595,4.5540547371,18.2966785431,162.319442749,893.9019775391,10.825463295,14.2943096161,4.2827792168,19.9131221771,176.4591827393,823.0078735352,17.1118831635,21.3640594482,5.5765490532,13.7535972595,195.2791137695,643.5172119141
76.47300000000007,3.7471554279,0.0863199979,5.0851197243,0.0009128592,240.7511444092,896.959777832,6.8766360283,3.868878603,3.683205843,5.3394899368,151.8703460693,853.9577636719,4.926568985,6.5946807861,2.7258529663,13.353805542,141.1027526855,892.1547241211,6.1861481667,9.0805511475,4.5536785126,18.2914676666,162.5173034668,893.7614135742,10.8770446777,14.3015956879,4.3085064888,19.8826198578,176.8890380859,821.3814086914,17.056098938,21.3898143768,5.5631475449,13.7408218384,195.6045837402,643.2258300781
77.62400000000008,3.7471554279,0.0863199979,5.0851197243,0.0009124501,240.7511444092,896.9602050781,6.878759861,3.8690290451,3.6831579208,5.3394179344,151.8760070801,853.8547973633,4.9282097816,6.5962767601,2.7274169922,13.3506641388,141.18019104,892.0969848633,6.1844902039,9.0823173523,4.552839756,18.2908401489,162.6543426514,893.6579589844,10.9321708679,14.3087711334,4.3320651054,19.8490962982,177.1268615723,820.1232910156,17.0249481201,21.4114665985,5.5571370125,13.726272583,195.8512115479,642.9387817383
78.77500000000009,3.7471554279,0.0863199979,5.0851197243,0.0009120419,240.7511444092,896.9583129883,6.8808860779,3.8691778183,3.6834068298,5.3390474319,151.8816375732,853.7125244141,4.9297976494,6.5978946686,2.7259407043,13.350561142,141.6744842529,891.8762817383,6.1867609024,9.0846157074,4.5519323349,18.289888382,162.8493652344,893.5372314453,10.9762935638,14.3159732819,4.3629508018,19.8004932404,177.55909729,818.2445678711,16.9423351288,21.4329776764,5.5409488678,13.7171783447,196.40234375,641.5474243164
79.92600000000009,3.7471554279,0.0863199979,5.0851202011,0.0009116339,240.7511444092,896.9604492188,6.8830156326,3.8693284988,3.6834070683,5.3389420509,151.887298584,853.5150146484,4.9316444397,6.5996179581,2.726262331,13.3481445312,141.7504119873,891.7584228516,6.1865706444,9.08664608,4.5511226654,18.2857646942,163.041519165,893.3927001953,11.0560655594,14.3248558044,4.3935203552,19.7655944824,178.0762786865,816.4548950195,16.9125213623,21.464635849,5.5331029892,13.6944208145,196.7443389893,641.0443115234
81.07700000000008,3.7471554279,0.0863199979,5.0851206779,0.0009112265,240.7511444092,896.9605102539,6.8851652145,3.869477272,3.6833581924,5.3388566971,151.8929138184,853.3214111328,4.9332900047,6.6012635231,2.7264895439,13.3468885422,141.8258361816,891.6284790039,6.1865620613,9.0886926651,4.5507435799,18.2846012115,163.2160491943,893.2889404297,11.0900402069,14.3314876556,4.4043798447,19.7422180176,178.4808502197,815.6580200195,16.8610057831,21.4722862244,5.52191782,13.6966085434,198.8450469971,640.9111938477
82.2280000000001,3.7471554279,0.0863199979,5.0851216316,0.0009108196,240.7511444092,896.9591064453,6.88732481,3.8696284294,3.6834921837,5.3385977745,151.8985595703,853.1524047852,4.9348344803,6.6029210091,2.7263038158,13.3452787399,141.9016571045,891.4851074219,6.1871614456,9.0907936096,4.5500259399,18.2817726135,163.3745422363,893.1727905273,11.1717853546,14.3397073746,4.4398508072,19.699098587,178.7890014648,813.8471069336,16.8127727509,21.5008354187,5.5116257668,13.6791124344,199.0905456543,640.178527832
83.3790000000001,3.7471554279,0.0863199979,5.0851221085,0.0009104137,240.7511444092,896.9588012695,6.889497757,3.869777441,3.6838777065,5.3380694389,151.9042053223,852.9926757812,4.9365210533,6.6046433449,2.7262933254,13.3433980942,141.9769439697,891.3550415039,6.1874370575,9.0929164886,4.5492978096,18.28332901,163.5525360107,893.0752563477,11.2252054214,14.3471918106,4.4516391754,19.6788749695,179.1947784424,813.0125732422,16.784362793,21.5144577026,5.5047826767,13.6727046967,199.3477935791,640.0115356445
84.5300000000001,3.7471554279,0.0863199979,5.0851221085,0.0009100084,240.7511444092,896.9588012695,6.8916845322,3.8699328899,3.6843824387,5.3374400139,151.9098510742,852.8541870117,4.9383497238,6.6064152718,2.7262530327,13.3427829742,142.0526123047,891.2183227539,6.1880230904,9.0951604843,4.5483880043,18.2797679901,163.7018127441,892.9613647461,11.2916927338,14.3558712006,4.4843482971,19.6370735168,179.5321807861,811.3095703125,16.7241477966,21.5404205322,5.492287159,13.6580705643,199.5974731445,639.7388916016
85.6810000000001,3.7471554279,0.0863199979,5.0851225853,0.0009096033,240.7511444092,896.9587402344,6.8938784599,3.8700840473,3.6856415272,5.3360376358,151.915512085,852.8121948242,4.9391064644,6.6078925133,2.7263784409,13.3404216766,142.1277160645,891.0949707031,6.1881575584,9.0969772339,4.5474228859,18.2789726257,163.8422851562,892.8535766602,11.3425931931,14.3633947372,4.5090818405,19.6064968109,179.7699127197,810.0361938477,16.6948451996,21.5607967377,5.486579895,13.6448469162,199.8264923096,638.8740844727
86.83200000000011,3.7471554279,0.0863199979,5.0851230621,0.0009091994,240.7511444092,896.9591674805,6.8959813118,3.8702318668,3.6869297028,5.3346199989,151.9211578369,852.7448120117,4.9407978058,6.609582901,2.726749897,13.3378829956,142.2031402588,890.973449707,6.1881928444,9.0990467072,4.5465435982,18.2770080566,164.0358123779,892.7455444336,11.4020490646,14.371884346,4.526676178,19.5822353363,180.2684631348,808.9791259766,16.6605911255,21.5766468048,5.4784317017,13.6368913651,200.1075897217,637.9647827148
87.98300000000012,3.7471554279,0.0863199979,5.0851230621,0.000908796,240.7511444092,896.960144043,6.8981256485,3.8703832626,3.6894338131,5.331966877,151.9267883301,852.7993164062,4.9416913986,6.6111278534,2.7261433601,13.3402433395,142.2786712646,890.8288574219,6.1895480156,9.1011419296,4.5456385612,18.2765026093,164.179901123,892.643371582,11.4400501251,14.3794002533,4.5431852341,19.5551357269,180.466796875,808.0879516602,16.6304569244,21.5923614502,5.4718852043,13.6282987595,200.2968597412,637.899230957
89.13400000000011,3.7471554279,0.0863199979,5.0851240158,0.0009083929,240.7511444092,896.9608764648,6.9003477097,3.8705379963,3.6906564236,5.3306274414,151.9324493408,852.6620483398,4.9439506531,6.6132574081,2.7276513577,13.3319139481,142.3539581299,890.7336425781,6.1881403923,9.1034669876,4.5452003479,18.2736663818,164.3471984863,892.5384521484,11.4970798492,14.3878850937,4.5710783005,19.5185604095,180.8294525146,806.6809692383,16.5852622986,21.6154441833,5.4622292519,13.614812851,201.3889160156,637.5912475586
90.28500000000011,3.7471554279,0.0863199979,5.0851244926,0.0009079907,240.7511444092,896.9606933594,6.9025974274,3.8706915379,3.6916592121,5.3294916153,151.9380645752,852.5607299805,4.9455547333,6.6150603294,2.7274439335,13.3320064545,142.4286651611,890.6055908203,6.1890802383,9.1057434082,4.5443496704,18.2715091705,164.5065155029,892.41015625,11.5391120911,14.3959255219,4.5832104683,19.5091629028,182.0780792236,805.973815918,16.5821933746,21.6313457489,5.4591650963,13.6046457291,201.6228637695,637.4133911133
91.43600000000012,3.7471554279,0.0863199979,5.0851249695,0.000907589,240.7511444092,896.9609985352,6.9048814774,3.8708488941,3.6923105717,5.3286967278,151.9437103271,852.42578125,4.9473195076,6.6168580055,2.7273602486,13.331199646,142.5039825439,890.4748535156,6.1897854805,9.1080217361,4.5436720848,18.2701206207,164.6448974609,892.3169555664,11.5985927582,14.4048652649,4.6015763283,19.4801673889,182.320022583,805.0410766602,16.536781311,21.6457595825,5.4498262405,13.5990743637,201.8133087158,637.3698730469
92.58700000000013,3.7471554279,0.0863199979,5.0851254463,0.0009071883,240.7511444092,896.9627075195,6.9072041512,3.871011734,3.6930766106,5.3277983665,151.9493255615,852.2864990234,4.949131012,6.6187505722,2.7274003029,13.3281421661,142.5792999268,890.3362426758,6.1904158592,9.1104078293,4.5432972908,18.2679100037,164.8136749268,892.2100830078,11.6256399155,14.4118747711,4.6163678169,19.4554653168,182.6354064941,804.1882324219,16.4937229156,21.657793045,5.4385752678,13.5959806442,202.0399017334,637.2159423828
93.73800000000013,3.7471554279,0.0863199979,5.0851259232,0.0009067882,240.7511444092,896.9628295898,6.9095139503,3.8711681366,3.6936695576,5.3270783424,151.9549865723,852.1365966797,4.9506893158,6.6205763817,2.7275075912,13.3278341293,142.6540985107,890.2133789062,6.1907205582,9.1126384735,4.5422849655,18.2665081024,164.9366760254,892.1166381836,11.6778020859,14.4215078354,4.6242947578,19.446647644,182.8367767334,803.7359619141,16.4837818146,21.6703071594,5.4360499382,13.590760231,202.2307739258,637.0698852539
94.88900000000012,3.7471554279,0.0863199979,5.0851264,0.0009063886,240.7511444092,896.9630126953,6.9118227959,3.871327877,3.6942608356,5.3263492584,151.960647583,851.9651489258,4.9526700974,6.6226019859,2.7291235924,13.3221225739,142.7291412354,890.1593017578,6.188931942,9.1148109436,4.5418348312,18.2653980255,165.1157073975,892.0170288086,11.7329912186,14.429567337,4.6464781761,19.4046840668,183.2057800293,802.6549072266,16.4364891052,21.6894321442,5.425090313,13.5783920288,203.4005584717,636.6922607422
96.04000000000013,3.7471554279,0.0863199979,5.0851268768,0.0009059896,240.7511444092,896.9616088867,6.9141645432,3.8714878559,3.6951451302,5.325316906,151.9662628174,851.8275146484,4.9542922974,6.6244864464,2.7289688587,13.3221311569,142.8042602539,889.9993286133,6.1892642975,9.1170949936,4.5410637856,18.263753891,165.2638244629,891.9137573242,11.7732610703,14.4415454865,4.6572942734,19.3896427155,183.4700622559,802.0502929688,16.4130363464,21.7018222809,5.4214553833,13.5733499527,203.5380401611,636.688659668
97.19100000000014,3.7471554279,0.0863199979,5.0851273537,0.0009055916,240.7511444092,896.9607543945,6.9164566994,3.8716490269,3.6957504749,5.3246011734,151.9719238281,851.5501098633,4.9560847282,6.6264557838,2.7288799286,13.3201303482,142.8787994385,889.8807373047,6.1897435188,9.1195058823,4.5399360657,18.2623958588,165.4081420898,891.8095092773,11.8254652023,14.4521055222,4.6619381905,19.3715667725,183.7587127686,801.6116333008,16.3912887573,21.7132282257,5.4159259796,13.5668077469,203.7337646484,636.8317871094
98.34200000000014,3.7471554279,0.0863199979,5.0851278305,0.000905194,240.7511444092,896.9607543945,6.9188175201,3.8718087673,3.6977145672,5.3225040436,151.9775543213,851.5016479492,4.9571228027,6.6283607483,2.7277538776,13.317773819,142.9537963867,889.6801757812,6.1917943954,9.1220140457,4.5390400887,18.260766983,165.5911712646,891.7001342773,11.9004182816,14.4657468796,4.6782598495,19.3378753662,184.093963623,800.6077270508,16.3540611267,21.7328128815,5.4075245857,13.5532770157,203.9360809326,636.4476318359
99.49300000000014,3.7471554279,0.0863199979,5.0851278305,0.0009047972,240.751159668,896.9590454102,6.9212002754,3.871973753,3.6976583004,5.3223872185,151.983215332,851.2709960938,4.9590249062,6.6303238869,2.7281391621,13.3186397552,143.0287780762,889.5874633789,6.1915025711,9.1243000031,4.5385870934,18.2585506439,165.7340087891,891.5994262695,11.9383478165,14.4725370407,4.6872549057,19.3275661469,184.3219146729,800.3059692383,16.3177719116,21.7387046814,5.3996491432,13.5559835434,204.1165924072,636.4330444336
100.64400000000015,3.7471554279,0.0863199979,5.0851283073,0.0009044011,240.751159668,896.9591064453,6.9231514931,3.8721139431,3.6989343166,5.3210287094,151.9888763428,851.1589355469,4.9609599113,6.6323928833,2.7291936874,13.3137025833,143.1041259766,889.493347168,6.1894111633,9.1265182495,4.5380182266,18.2565498352,165.8813934326,891.5119018555,12.0125274658,14.4858598709,4.7028374672,19.2970256805,184.6408081055,799.3866577148,16.29022789,21.7585506439,5.3937754631,13.542965889,204.2992401123,636.3948974609
101.79500000000016,3.7471554279,0.0863199979,5.0851287842,0.0009040057,240.751159668,896.9581298828,6.9254641533,3.8722746372,3.6965942383,5.3232088089,151.9944763184,850.9727783203,4.9597935677,6.6317987442,2.728322506,13.3169078827,143.1787109375,889.3381958008,6.1915173531,9.1263885498,4.5370006561,18.2578544617,166.0383453369,891.3881835938,12.0986728668,14.4958724976,4.7168440819,19.2694301605,184.9423675537,798.6422729492,16.2544765472,21.7721443176,5.3869957924,13.5350093842,205.6282653809,636.104309082
102.94600000000015,3.7471554279,0.0863199979,5.0851287842,0.0009036107,240.7511444092,896.9576416016,6.9279317856,3.8724410534,3.6995148659,5.3201756477,152.0001373291,850.7073364258,4.9648628235,6.6367807388,2.7280688286,13.3109416962,143.2533874512,889.190246582,6.1920900345,9.1319417953,4.5365800858,18.2524642944,166.2139892578,891.2857055664,12.1230239868,14.5062980652,4.7200212479,19.2560024261,185.1944580078,798.3742675781,16.2183380127,21.776184082,5.3791918755,13.5396575928,205.7982330322,632.2086181641
104.09700000000015,3.7471554279,0.0863199979,5.085129261,0.0009032164,240.7511444092,896.9579467773,6.9303450584,3.8726058006,3.6998872757,5.319668293,152.0057678223,850.5157470703,4.9667363167,6.6388025284,2.7288341522,13.3078289032,143.3281097412,889.0875244141,6.1906657219,9.1341543198,4.535654068,18.2508640289,166.3325195312,891.1915283203,12.2380371094,14.522892952,4.7321176529,19.2302703857,185.4347686768,797.7807617188,16.2028675079,21.7978229523,5.3766179085,13.522061348,207.0639038086,632.1682739258
105.24800000000016,3.7471554279,0.0863199979,5.0851297379,0.0009028228,240.7511444092,896.9578857422,6.932756424,3.872770071,3.6984119415,5.320977211,152.0114135742,850.4570922852,4.9642562866,6.6376924515,2.727594614,13.3111333847,143.4022674561,888.9256591797,6.1932382584,9.1335468292,4.5345005989,18.2524757385,166.5088653564,891.0704345703,12.3191385269,14.531908989,4.7407746315,19.2146148682,185.739730835,796.9713745117,16.1713905334,21.8069152832,5.3707280159,13.5194787979,207.2286682129,632.0389404297
106.39900000000017,3.7471554279,0.0863199979,5.0851302147,0.0009024297,240.7511444092,896.9580078125,6.9352035522,3.8729383945,3.6983137131,5.3209691048,152.0170440674,850.200012207,4.9660272598,6.6397538185,2.7286739349,13.3058691025,143.4769897461,888.8389282227,6.1904430389,9.135632515,4.5344357491,18.2516994476,166.6507873535,890.9890136719,12.3671474457,14.5415086746,4.7414941788,19.2091999054,185.9861450195,796.7984619141,16.1553268433,21.8128948212,5.367398262,13.5179386139,207.4140625,631.9426879883
107.55000000000017,3.7471554279,0.0863199979,5.0851306915,0.0009020375,240.7511444092,896.9580078125,6.9376564026,3.873103857,3.6985678673,5.3205690384,152.0226898193,849.9819946289,4.9679336548,6.6418862343,2.728536129,13.3058137894,143.551651001,888.7131958008,6.1912975311,9.1382169724,4.5331845284,18.249464035,166.8247375488,890.8737182617,12.5056381226,14.5582666397,4.7546963692,19.168510437,186.2790222168,796.2615356445,16.1027202606,21.8274555206,5.361746788,13.509598732,207.5802764893,631.7268676758
108.70100000000016,3.7471554279,0.0863199979,5.0851311684,0.0009016459,240.7511444092,896.9581298828,6.9401211739,3.8732721806,3.6988186836,5.3201785088,152.0283660889,849.7715454102,4.9695272446,6.6439228058,2.7282903194,13.3001060486,143.6261749268,888.5660400391,6.1918311119,9.1406536102,4.5325431824,18.2468471527,167.0102386475,890.7595825195,12.5487518311,14.5680055618,4.7588615417,19.1583213806,186.8779296875,796.0382080078,16.0770778656,21.834444046,5.3561916351,13.5088729858,207.7644805908,631.7236328125
